SoldPrice;Type;YearBuilt;Area;Zip;Baths;Beds;GarageType;GarageSpaces;ParkingSpaces
262000;1 Story;1958;76;60076;1;3;None;0;0
265000;1 Story;1965;76;60077;1;3;None;0;0
135000;Condo;1962;76;60076;1;2;None;0;0
261500;1 Story;1957;76;60077;2;3;None;0;4
275000;Split Level;1964;76;60077;2;3;None;0;0
300000;1 Story;1957;76;60077;2;3;Detached;2;0
324900;Raised Ranch;1955;76;60076;2;3;Detached;2;0
348000;1 Story;1958;76;60076;2;3;None;0;0
140000;Condo;1961;76;60077;1;2;None;0;1
230000;1 Story;1957;76;60076;1;3;Detached;01.sty;0
315000;1 Story;1957;76;60076;2;3;Detached;01.sty;0
215000;Townhouse-2 Story;1958;76;60077;1;3;None;0;1
279000;1.5 Story;1926;76;60077;2;2;Detached;2;0
325000;2 Stories;1953;76;60077;1;3;Detached;2;0
270000;1 Story;1954;76;60076;1;3;None;0;2
225000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
237000;High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
325000;Split Level;1962;76;60077;2;3;None;0;3
292000;Split Level;1955;76;60076;2;3;Detached;2;0
290000;Split Level;1955;76;60076;2;3;None;0;0
120000;Condo, Garden Unit, Low Rise (1-3 Stories);1955;76;60077;2;2;None;0;1
266000;1 Story;1956;76;60077;1;3;Detached;2;0
259000;Raised Ranch;1959;76;60076;1;3;None;0;2
281000;1 Story;1957;76;60076;1;2;Attached;1;0
137000;Townhouse-2 Story;1958;76;60077;1;2;None;0;1
316000;2 Stories;1941;76;60077;1;2;Detached;2;2
300000;1 Story;1954;76;60076;1;3;None;0;0
224900;Mid Rise (4-6 Stories);1997;76;60077;1;2;Attached;1;0
240000;1 Story;1954;76;60076;1;3;Detached;02.sty;0
230000;1.5 Story;1957;76;60203;1;3;Attached;2;0
258500;Condo;2006;76;60077;2;2;Attached;1;0
259000;1 Story;1929;76;60076;1;3;Detached;2;0
261000;1 Story;1954;76;60076;1;3;Detached;2;0
302000;1 Story;1956;76;60077;2;3;Detached;01.maj;0
315000;1 Story;1955;76;60076;2;3;Detached;2;0
243500;1 Story;1955;76;60076;2;3;None;0;2
240000;Condo;2008;76;60077;2;2;Attached;1;0
245000;Condo;2008;76;60077;2;2;Attached;1;0
250000;Condo;2006;76;60077;2;2;Attached;1;0
260000;1 Story;1955;76;60076;2;3;Detached;2;0
269000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;2;0
282000;1 Story;1955;76;60077;1;3;Detached;2;0
298000;1 Story;1956;76;60077;1;3;Detached;2;0
272000;1 Story;1952;76;60077;1;2;Attached;1;0
201000;Townhouse-2 Story;1959;76;60077;1;3;None;0;1
177101;Townhouse-2 Story;1959;76;60077;1;3;None;0;2
280000;1 Story;1951;76;60076;1;3;Attached;1;0
148000;Condo;1970;76;60077;2;2;Attached;1;0
345000;1 Story;1954;76;60077;2;3;Detached;2;0
150500;Condo;1969;76;60076;2;2;None;0;1
155000;Condo, Low Rise (1-3 Stories);1964;76;60076;2;3;None;0;1
232000;1 Story;1956;76;60076;2;3;Detached;01.maj;0
185264;1.5 Story;1953;76;60077;2;3;Attached;1;0
270000;1 Story;1955;76;60076;1;3;None;0;0
231000;1 Story;1952;76;60077;1;2;Detached;2;0
275000;1.5 Story;1953;76;60076;2;3;None;0;0
185000;Townhouse-2 Story;1959;76;60076;1;3;None;0;1
315000;1 Story;1956;76;60076;1;3;Detached;01.maj;0
310000;2 Stories;1955;76;60076;2;3;Detached;2;0
260000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
295000;1 Story;1954;76;60077;2;3;Detached;2;0
360000;1 Story;1954;76;60077;2;3;Detached;2;0
300000;1 Story;1952;76;60076;2;2;Attached;1;0
339150;2 Stories;1951;76;60077;1;3;Attached;2;0
327500;1 Story;1954;76;60077;2;3;Detached;2;2
344918;1 Story;1954;76;60077;2;3;Detached;2;0
287000;1 Story;1956;76;60076;1;3;Detached;02.maj;0
350000;Split Level;1950;76;60076;2;3;Detached;1;1
252000;2 Stories;1937;76;60076;1;2;Detached;2;0
285000;1 Story;1955;76;60077;1;3;Attached;1;1
270000;1.5 Story;1956;76;60076;2;3;Detached;2;0
280000;1.5 Story;1957;76;60076;2;3;Detached;2;0
185000;Townhouse-2 Story;1958;76;60077;1;3;None;0;1
185150;Townhouse-2 Story;1958;76;60076;1;3;None;0;1
250000;1 Story;1956;76;60077;1;3;Detached;2;0
348000;1 Story;1956;76;60077;2;3;Detached;2;0
309000;2 Stories;1951;76;60076;1;2;Detached;01.maj;0
324000;2 Stories;1949;76;60076;1;2;Detached;2;0
317500;1 Story;1956;76;60076;2;3;Detached;2;0
212500;Condo;2005;76;60077;1;2;Attached;1;0
150000;Condo;UNK;76;60077;2;2;Attached;1;1
180000;Condo;1977;76;60077;2;2;Attached;2;1
351000;1 Story;1956;76;60077;2;2;Attached;02.maj;0
153000;Condo;1984;76;60077;2;2;Attached;2;0
155500;Condo;1977;76;60077;2;2;Attached;2;0
162000;Condo;1972;76;60077;2;2;Attached;1;0
171500;Condo;1970;76;60077;2;2;Attached;1;0
190000;Condo;1972;76;60077;2;2;Attached;1;0
255000;Condo, High Rise (7+ Stories);2008;76;60077;2;2;Attached;1;0
200000;2 Stories;1947;76;60076;1;2;Detached;1;0
243600;1 Story;1927;76;60076;2;2;Detached;1;0
262000;1 Story;1958;76;60076;2;3;Detached;2;0
285000;1 Story;1977;76;60076;2;2;Detached;2;0
291500;1 Story;1956;76;60076;1;3;Detached;01.maj;0
305000;1 Story;1954;76;60076;1;3;Detached;2;0
310000;1 Story;1954;76;60076;1;3;Detached;02.sty;0
326000;Raised Ranch;1958;76;60076;2;3;Detached;2;0
375000;1 Story;1954;76;60077;2;3;Detached;2;0
120000;Condo;UNK;76;60076;2;2;None;0;1
130000;Condo, Mid Rise (4-6 Stories);1972;76;60076;2;2;None;0;1
136000;Condo, Mid Rise (4-6 Stories);1963;76;60076;2;2;None;0;1
149800;Condo;1970;76;60076;2;2;None;0;1
154000;Condo, Mid Rise (4-6 Stories);1968;76;60076;2;2;None;0;1
159000;Condo;1968;76;60077;2;2;None;0;1
175000;Condo;1965;76;60076;2;2;None;0;1
183750;Townhouse-2 Story;1956;76;60077;1;2;None;0;1
185000;Condo;1976;76;60077;2;2;None;0;1
191000;Condo;1970;76;60077;2;2;None;0;1
153000;Split Level;1940;76;60076;1;2;None;0;2
170000;Condo;1968;76;60076;2;3;None;0;2
185000;1 Story;1951;76;60077;2;2;None;0;5
283000;2 Stories;1944;76;60076;2;3;None;0;0
114429;1/2 Duplex, Condo;1928;76;60077;2;2;None;0;0
119564;Condo;1970;76;60077;2;2;None;0;0
138000;Condo;1975;76;60077;1;2;None;0;0
156200;Condo;1925;76;60077;2;2;None;0;0
199900;Townhouse-2 Story;1956;76;60076;1;2;None;0;0
328000;2 Stories;1943;76;60076;1;3;Attached;1;0
300000;1 Story;1957;76;60076;1;3;Detached;02.maj;0
320000;1 Story;1955;76;60076;2;3;Attached;1;0
235000;1 Story;1956;76;60076;1;3;Attached;1;0
285000;Condo;2008;76;60077;2;2;Attached;2;0
146000;Condo;1973;76;60076;2;2;None;0;1
227000;Split Level;1969;76;60077;2;3;Attached;2;0
267500;1 Story;1959;76;60076;1;3;Detached;2;0
320000;2 Stories;1951;76;60077;1;3;Attached;1;0
240000;1 Story;1955;76;60077;1;3;Detached;2;0
350000;1 Story;1955;76;60077;2;3;Detached;2;0
315000;2 Stories;1950;76;60077;1;2;Attached;1;0
325000;1.5 Story;1928;76;60076;1;3;Detached;2;0
270000;1 Story;1956;76;60076;1;3;None;0;2
355000;1 Story;1956;76;60077;2;3;None;0;0
319500;2 Stories;1942;76;60076;2;2;Detached;2;0
267500;1 Story;1952;76;60076;2;3;None;0;0
355000;1 Story;1958;76;60077;3;3;Attached;1;2
252000;1 Story;1957;76;60077;1;3;Detached;2;0
323000;1 Story;1952;76;60077;2;2;Detached;02.maj;0
188000;Mid Rise (4-6 Stories);2004;76;60077;1;2;Attached;1;0
284000;1 Story;1955;76;60076;2;3;Attached;1;0
198500;Condo;1997;76;60077;1;2;Attached;1;0
215000;Condo;1997;76;60077;1;2;Attached;1;0
275000;Condo, High Rise (7+ Stories);2007;76;60077;2;2;Attached;1;0
300000;Condo;2006;76;60077;2;2;Attached;1;0
322000;Condo, High Rise (7+ Stories), Penthouse;UNK;76;60077;2;2;Attached;2;0
275000;1 Story;1953;76;60077;1;3;Detached;2;0
278100;1 Story;1955;76;60076;2;3;Detached;2;0
171502;Condo, Mid Rise (4-6 Stories);1973;76;60076;2;2;None;0;2
252000;1 Story;1956;76;60076;1;3;None;0;0
270000;1 Story;1955;76;60076;1;3;None;0;0
275000;1 Story;1953;76;60076;2;2;Attached;1;0
215000;High Rise (7+ Stories);2001;76;60077;2;2;Attached;1;0
245000;Condo;2005;76;60077;2;2;Attached;1;0
312500;1.5 Story;1956;76;60076;2;3;Detached;2;0
241000;Split Level;1963;76;60076;1;3;None;0;0
205000;Condo, Mid Rise (4-6 Stories);1976;76;60077;2;2;Attached;1;1
310000;Split Level;1959;76;60076;2;3;Detached;2;2
145000;Condo;1954;76;60076;1;2;None;0;1
170000;Condo;UNK;76;60076;2;2;None;0;1
315000;Raised Ranch;1956;76;60076;2;2;None;0;3
318000;2 Stories;1942;76;60076;1;3;Detached;01.maj;0
364000;1 Story;1955;76;60076;2;3;Attached;2;0
252500;Condo;2006;76;60077;2;2;Attached;1;0
330000;Split Level;1957;76;60076;1;3;Detached;1;0
280000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
304000;1 Story;1954;76;60076;1;3;Detached;2;0
168000;Condo;1977;76;60077;2;2;Attached;2;0
240000;1 Story;1957;76;60076;2;3;Detached;2;0
225000;Condo;2006;76;60077;2;2;Attached;1;0
242000;Condo;2008;76;60077;2;2;Attached;1;0
245000;Condo;2006;76;60077;2;2;Attached;1;0
270000;Condo;2008;76;60077;2;2;Attached;1;0
280000;Condo;2006;76;60077;2;2;Attached;1;0
300000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;2;0
262950;Condo;2006;76;60077;2;2;Attached;1;0
319900;1 Story;1954;76;60076;2;3;Detached;02.maj;0
278500;1 Story;1957;76;60076;1;3;Attached;2;2
260000;1 Story;1955;76;60076;2;3;Attached;2;0
335000;1 Story;1956;76;60077;2;3;Detached;2;0
285000;1 Story;1959;76;60076;2;3;None;0;0
341300;Split Level w/ Sub;1961;76;60076;2;3;None;0;0
225000;1 Story;1963;76;60076;2;3;Detached;1;0
261000;1 Story;1963;76;60077;2;3;Detached;1;0
273000;Split Level;1961;76;60076;2;3;Detached;02.maj;0
285000;Split Level;1962;76;60076;2;3;Detached;02.maj;0
310000;1 Story;1953;76;60076;2;3;None;0;0
350000;1 Story;1957;76;60077;1;3;Detached;2;0
285000;2 Stories;1948;76;60077;1;3;Attached;1;0
340000;1 Story;1955;76;60076;1;3;Attached;2;0
305000;2 Stories;1954;76;60077;2;4;Detached;2;0
280000;1 Story;1959;76;60077;3;3;Attached;2;0
280000;1 Story;1958;76;60076;3;3;Detached;2;0
290000;1 Story;1958;76;60076;2;3;Detached;2;0
300000;1 Story;1957;76;60076;2;3;Detached;2;0
305000;2 Stories;1950;76;60077;1;3;Detached;2;0
300000;1 Story;1959;76;60076;2;3;None;0;2
238000;1 Story;1957;76;60076;2;3;None;0;0
225000;1 Story;UNK;76;60076;2;2;Attached, Detached;2;0
330000;2 Stories;1962;76;60077;1;3;None;0;2
204000;Townhouse-2 Story;1956;76;60077;1;2;None;0;1
330000;Split Level;1964;76;60076;2;3;None;0;0
359900;1 Story;1954;76;60076;2;3;Detached;2;0
280000;1 Story;1956;76;60076;2;3;None;0;4
186000;Condo;1969;76;60077;2;2;Attached;1;1
314000;1 Story;1953;76;60076;2;3;Attached;1;0
318000;1 Story;1953;76;60076;2;3;Attached;1;0
110000;Condo;1976;76;60077;1;1;Attached;1;0
165000;Condo;1980;76;60076;2;2;Attached;2;0
171000;Condo-Duplex;1969;76;60077;2;2;Attached;1;0
194000;Condo;1974;76;60077;2;2;Attached;1;0
202000;Condo, Mid Rise (4-6 Stories);2005;76;60077;2;2;Attached;1;0
267500;Condo;2005;76;60077;2;2;Attached;1;0
277500;Condo;2005;76;60077;2;2;Attached;2;0
311000;Condo, High Rise (7+ Stories);2007;76;60077;2;2;Attached;1;0
205000;1.5 Story;1950;76;60076;2;4;Detached;1;0
255000;1 Story;1958;76;60076;3;4;Detached;2;0
271000;1 Story;1952;76;60077;2;3;Detached;2;0
289000;1.5 Story;1954;76;60076;2;3;Detached;2;0
299000;1 Story;1956;76;60076;2;2;Detached;02.maj;0
309900;2 Stories;1947;76;60076;1;3;Detached;1;0
310000;1 Story;1956;76;60077;2;3;Detached;2;0
347500;1.5 Story;1962;76;60077;2;4;Detached;2;0
349000;1.5 Story;1950;76;60076;3;3;Detached;1;0
430000;1 Story;1952;76;60077;2;3;Detached;02.maj;0
148000;Condo, Low Rise (1-3 Stories);1965;76;60076;2;3;None;0;1
158500;Condo;1975;76;60077;2;3;None;0;1
190000;Condo;1965;76;60076;1;3;None;0;1
207000;Townhouse-2 Story;1958;76;60076;1;2;None;0;1
210000;Townhouse-2 Story;1959;76;60076;1;3;None;0;1
142500;Condo;1963;76;60076;2;2;None;0;2
335000;Raised Ranch;1958;76;60076;2;3;None;0;0
246000;1 Story;1955;76;60076;2;3;None;0;1
349000;Split Level;1959;76;60076;2;3;None;0;4
349000;1 Story;1956;76;60076;3;3;None;0;4
262500;2 Stories;1951;76;60077;1;3;Detached;2;0
322000;1.5 Story;1940;76;60076;1;2;Attached, Detached;2;0
288000;2 Stories;1953;76;60077;2;4;Detached;2;0
316000;Split Level;1956;76;60076;1;3;Detached;2;0
260000;Split Level;1956;76;60076;2;3;None;0;0
235000;1/2 Duplex;UNK;76;60077;1;3;None;0;2
295000;Split Level;1962;76;60077;2;3;Detached;2;0
316500;1 Story;1956;76;60077;2;3;Detached;1;0
189900;Condo;1973;76;60076;2;3;None;0;1
278000;1 Story;1956;76;60076;3;4;Detached;2;0
187000;Condo;1967;76;60077;1;3;None;0;1
210000;Townhouse-2 Story;1965;76;60077;1;3;None;0;1
235000;Townhouse-2 Story;1965;76;60077;1;3;None;0;1
190000;1/2 Duplex;1962;76;60076;1;3;None;0;2
325000;1 Story;1952;76;60077;2;3;None;0;3
283000;1 Story;1953;76;60077;1;3;Detached;2;0
289000;1 Story;1950;76;60076;2;2;Detached;02.maj;0
315000;1 Story;1956;76;60076;2;3;Detached;2;0
295000;1 Story;1954;76;60077;1;2;Attached;2;0
275000;2 Stories;1953;76;60076;2;4;None;0;1
203000;Condo, Mid Rise (4-6 Stories);1968;76;60077;2;3;None;0;1
294500;2 Stories;1960;76;60076;2;3;None;0;0
280000;Split Level;1964;76;60076;2;3;Attached;2;0
360000;Split Level;1961;76;60077;2;3;Detached;2;0
162000;Condo;1968;76;60077;2;2;None;0;1
340000;Split Level w/ Sub;1960;76;60077;2;4;None;0;2
230000;Condo;2004;76;60077;1;2;Attached;1;0
270000;1.5 Story;1963;76;60076;2;3;Detached;2;0
375000;1 Story;1956;76;60077;2;4;None;0;2
350000;1 Story;1956;76;60077;3;3;Detached;2;0
305000;1 Story;1951;76;60077;2;2;Attached;1;0
310000;2 Stories;1960;76;60076;2;3;Detached;2;0
360000;1 Story;1953;76;60076;2;2;Attached;01.maj;0
372000;1 Story;1958;76;60076;2;3;Detached;2;0
347500;1 Story;1953;76;60076;3;3;None;0;0
360000;1 Story;1958;76;60076;3;3;None;0;0
240000;Split Level;1955;76;60076;1;3;Detached;2;0
297000;1 Story;1955;76;60076;2;3;Detached;2;0
324900;Split Level;1962;76;60076;2;3;Detached;02.maj;0
180000;Townhouse-2 Story;1965;76;60077;1;3;None;0;2
390000;1 Story;1953;76;60076;2;3;Detached;1;0
345000;1.5 Story;1956;76;60077;2;3;None;0;3
268000;Split Level;1957;76;60077;2;3;None;0;0
242500;Condo;2004;76;60077;2;2;Attached;1;0
189000;Condo;1975;76;60077;2;2;Attached;1;0
190000;Condo;UNK;76;60077;2;2;Attached;1;0
375000;Split Level;1962;76;60076;2;4;Detached;2;0
447000;1 Story;1932;76;60076;2;3;Detached;02.sty;0
160000;Condo, Low Rise (1-3 Stories);UNK;76;60077;2;2;None;0;1
197000;Condo-Duplex;UNK;76;60076;1;3;None;0;1
255000;1 Story;1959;76;60076;2;3;None;0;4
285000;Condo, High Rise (7+ Stories);2010;76;60077;2;2;Attached;1;0
250000;Split Level;1955;76;60077;2;3;Detached;2;0
315650;Split Level;1961;76;60076;2;3;Detached;02.maj;0
300000;1 Story;1957;76;60076;3;3;Detached;2;0
280000;1 Story;1954;76;60076;2;3;Detached;2;0
341000;Split Level;1959;76;60076;2;3;None;0;2
265000;Split Level;1962;76;60077;1;3;Detached;2;0
330000;2 Stories;1942;76;60076;1;3;Attached;1;0
325000;Split Level;1962;76;60077;2;3;Attached;2;0
295000;2 Stories;1956;76;60077;1;3;Detached;2;0
325000;1 Story;1984;76;60076;2;2;Attached;2;0
287000;Split Level;1960;76;60077;2;3;Detached;02.sty;0
367500;Raised Ranch;1956;76;60076;2;3;Detached;02.maj;0
225000;Split Level;1961;76;60077;2;3;None;0;0
370000;Split Level;1977;76;60076;2;3;Attached;2;2
258000;1 Story;1952;76;60076;2;3;Attached;1;0
271000;Split Level;1962;76;60076;2;3;Detached;2;0
365000;Split Level;1965;76;60076;2;4;None;0;2
318000;1 Story;1956;76;60077;2;3;Attached;2;0
267000;Split Level;1937;76;60076;2;3;Detached;2;0
270000;1 Story;1956;76;60076;2;3;Detached;2;0
397500;Split Level;1937;76;60076;2;3;Detached;2;0
245000;Raised Ranch;1966;76;60076;2;3;None;0;3
317500;1.5 Story;1962;76;60076;2;3;Attached;02.maj;0
240000;Condo;2005;76;60076;2;2;Attached;1;0
290000;1.5 Story;1960;76;60077;2;3;Detached;2;0
340000;1.5 Story;1972;76;60077;2;3;None;0;3
335000;1.5 Story;1963;76;60076;2;3;Attached;1;0
380000;1 Story;1957;76;60076;2;3;Detached;2;0
285000;2 Stories;1952;76;60076;1;3;None;0;0
255000;1 Story;1958;76;60077;2;3;Detached;2;0
245000;1 Story;1958;76;60077;2;3;None;0;2
290000;1 Story;1958;76;60076;1;3;Attached;1;0
165000;Condo;1968;76;60077;2;2;Attached;1;0
335000;Split Level;1962;76;60077;2;3;Detached;2;0
190000;Condo, Mid Rise (4-6 Stories);1968;76;60077;2;3;None;0;1
240000;1 Story;1953;76;60077;1;3;Detached;2;0
388000;1 Story;1953;76;60077;2;3;Detached;2;0
299400;2 Stories;1952;76;60077;2;3;Detached;2;0
345000;2 Stories;1955;76;60076;2;3;Attached;1;0
230000;Condo;2008;76;60077;2;1;Attached;1;0
307000;Split Level;1958;76;60076;2;3;Detached;2;0
290000;1 Story;1957;76;60077;1;3;Detached;2;0
405000;1 Story;1955;76;60076;2;3;Attached;2;0
310000;1.5 Story;1955;76;60076;2;3;Detached;02.maj;0
337000;1 Story;1955;76;60076;2;3;Attached;1;1
192000;Condo;1975;76;60077;2;2;Attached;1;1
319000;Split Level;1964;76;60076;1;3;Attached;1;0
195000;Condo;1975;76;60077;2;2;Attached;1;0
217500;Condo;2000;76;60076;2;2;Attached;1;0
220000;Condo, Mid Rise (4-6 Stories);2000;76;60076;2;2;Attached;1;0
225000;Condo;2000;76;60076;2;2;Attached;1;0
227000;Condo;2000;76;60076;2;2;Attached;1;0
239500;Mid Rise (4-6 Stories);1998;76;60076;2;2;Attached;1;0
255000;Condo, Mid Rise (4-6 Stories);2000;76;60076;2;2;Attached;1;0
285000;2 Stories;1950;76;60077;1;3;Detached;2;0
290000;2 Stories;1940;76;60076;1;3;Detached;01.maj;0
325000;2 Stories;1941;76;60076;1;3;Detached;2;0
330000;2 Stories;1964;76;60076;2;3;Detached;2;0
348000;1 Story;1957;76;60076;2;3;Detached;02.maj;0
350000;1 Story;1953;76;60077;2;5;Detached;02.maj;0
355000;1 Story;1955;76;60076;2;3;Detached;02.maj;0
360000;1.5 Story;1964;76;60076;2;3;Detached;2;0
405000;1 Story;1954;76;60076;2;3;Detached;2;0
409000;Split Level;1958;76;60076;2;3;Detached;02.maj;0
149900;Condo;UNK;76;60077;2;2;Detached;1;0
372500;1 Story;1955;76;60076;2;3;None;0;1
137500;Condo;1970;76;60076;2;2;None;0;1
143850;Condo;1968;76;60077;2;3;None;0;1
150000;Condo;UNK;76;60076;1;2;None;0;1
160000;Condo;1966;76;60077;2;2;None;0;1
299900;1 Story;1956;76;60076;3;3;None;0;2
364000;Split Level;1957;76;60077;2;3;None;0;2
258000;1 Story;1956;76;60076;1;3;None;0;0
437500;1 Story;1955;76;60076;3;3;None;0;3
256500;Condo;2001;76;60077;2;2;Attached;1;0
295000;1.5 Story;1966;76;60077;2;3;None;0;4
419000;Split Level;1955;76;60076;2;3;Detached;02.maj;0
236500;Condo;2008;76;60077;2;2;Attached;1;0
300000;1 Story;1957;76;60076;2;3;Detached;02.maj;0
286786;1 Story;1958;76;60076;1;3;Detached;2;0
350000;1 Story;1958;76;60076;3;3;Detached;2;0
295000;Raised Ranch;1958;76;60077;2;3;None;0;0
280000;1 Story;1956;76;60076;2;3;Detached;2;0
300000;1 Story;1957;76;60076;2;2;Detached;1;0
225000;Condo, Condo-Duplex;UNK;76;60077;3;3;None;0;0
379000;1 Story;1956;76;60076;2;3;Detached;1;0
305000;1 Story;1955;76;60076;1;3;Detached;02.maj;0
280000;1.5 Story;1955;76;60076;1;3;None;0;0
285000;1 Story;1940;76;60077;2;3;None;0;0
405000;1 Story;1959;76;60077;2;3;Detached;2;0
352000;1.5 Story;1963;76;60076;2;3;Attached;1;0
356000;1.5 Story;1963;76;60076;2;3;Attached;1;0
315000;1 Story;1950;76;60076;1;2;Detached;02.maj;0
315000;2 Stories;1954;76;60076;1;3;Detached;2;0
320000;1 Story;1958;76;60077;3;3;Detached;2;0
375000;Split Level w/ Sub;1964;76;60076;2;4;Attached;02.maj;0
395000;Split Level;1973;76;60077;2;4;Attached;2;0
274500;2 Stories;1952;76;60076;2;4;Detached;02.maj;0
343100;1.5 Story;1927;76;60076;2;2;None;0;2
295000;1 Story;1955;76;60076;1;4;Detached;2;0
310000;1 Story;1957;76;60076;1;3;Attached;1;0
250000;Condo;2007;76;60077;2;2;Attached;2;0
179000;Condo;1968;76;60077;2;2;None;0;1
202000;Condo;1971;76;60076;2;3;None;0;1
270000;Condo;2006;76;60077;2;2;Attached;1;0
360000;1 Story;1956;76;60077;2;2;Attached;2;0
423000;Split Level;1958;76;60076;2;3;Attached;01.maj;0
325000;2 Stories;1946;76;60076;2;3;None;0;1
229000;Condo;1997;76;60077;2;2;Attached;1;0
280000;Condo;2008;76;60077;2;2;Attached;1;0
216000;Low Rise (1-3 Stories);1962;76;60077;2;3;Detached;1;1
335000;1 Story;1952;76;60076;2;3;Detached;2;0
362500;Split Level;1961;76;60076;2;3;Detached;2;0
196000;Condo;1928;76;60077;2;2;Detached;1;0
197000;Condo;1965;76;60076;2;3;None;0;1
409500;1 Story;1959;76;60076;3;3;None;0;4
394000;1.5 Story;1960;76;60077;2;3;None;0;0
265000;Split Level;1951;76;60077;2;3;Detached;2;0
371000;1 Story;1954;76;60077;2;3;Attached;1;0
275000;1 Story;1955;76;60076;1;3;Attached;2;0
250000;Condo;2000;76;60076;2;2;Attached;1;0
310000;2 Stories;1964;76;60076;2;3;None;0;0
348000;Split Level;1959;76;60076;2;3;None;0;0
337000;High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
362000;1 Story;1954;76;60076;2;3;Detached;2;0
338500;1.5 Story;UNK;76;60076;2;4;None;0;0
300000;Split Level;1961;76;60076;2;3;Attached;2;0
390000;Split Level;1958;76;60076;2;3;Detached;2;0
255000;2 Stories;1942;76;60076;1;3;None;0;0
295500;Split Level;1962;76;60076;2;3;None;0;0
175000;Condo;1978;76;60076;2;2;Attached;2;0
182000;Condo;1978;76;60076;2;2;Attached;2;0
185000;Condo;1977;76;60076;2;2;Attached;2;0
400000;Condo;2008;76;60077;2;2;Attached;1;0
359000;1 Story;1958;76;60076;1;3;Attached;2;0
385000;Split Level;1959;76;60076;2;3;Detached;2;0
290000;1 Story;1954;76;60076;2;3;Attached;2;0
312000;2 Stories;1925;76;60077;2;4;None;0;3
345000;Raised Ranch;1953;76;60076;2;3;Attached;2;3
225000;Townhouse-2 Story;1997;76;60077;2;2;Attached;1;0
302000;1 Story;1956;76;60077;3;3;Detached;02.maj;0
330000;2 Stories;1937;76;60076;3;3;Detached;3;0
265000;Split Level;1960;76;60076;2;3;Detached;02.maj;0
180000;Condo;UNK;76;60076;2;2;Attached;2;2
390000;Split Level;1964;76;60077;2;3;Attached;02.maj;0
340000;Condo;2006;76;60077;2;2;Attached;1;0
325000;1 Story;1955;76;60076;3;3;Attached;2;0
375000;1 Story;1952;76;60076;2;3;Attached;2;0
305000;1 Story;1955;76;60076;2;3;Detached;2;0
158000;Condo;1963;76;60077;2;3;None;0;1
195000;Condo, Mid Rise (4-6 Stories);1969;76;60077;2;3;Attached;1;1
277000;Manor Home/Coach House/Villa, Townhouse-Ranch;2000;76;60076;2;2;Attached;1;1
315000;1.5 Story;1959;76;60076;2;4;Attached;1;0
320000;1 Story;1954;76;60076;3;3;Attached;2;0
334500;1.5 Story;1957;76;60076;1;3;Attached;1;0
150000;Condo;1975;76;60077;2;2;Attached;1;0
165000;Condo;1976;76;60077;2;2;Attached;1;0
170000;Condo;UNK;76;60077;2;3;Attached;1;0
172000;Condo;1976;76;60077;2;2;Attached;1;0
175000;Condo, Mid Rise (4-6 Stories);1975;76;60077;2;2;Attached;1;0
185000;Condo;1979;76;60077;2;2;Attached;1;0
186500;Condo;1990;76;60076;2;2;Attached;1;0
216000;Condo, Mid Rise (4-6 Stories);1989;76;60076;2;2;Attached;1;0
220000;Condo;1999;76;60077;2;2;Attached;1;0
230000;Condo;2004;76;60076;2;2;Attached;1;0
230000;Condo;1975;76;60077;2;2;Attached;1;0
240000;Condo, Mid Rise (4-6 Stories);1976;76;60077;2;2;Attached;1;0
240000;Condo, Mid Rise (4-6 Stories);2005;76;60076;2;2;Attached;2;0
260000;Condo;1976;76;60077;2;2;Attached;1;0
267000;Condo;2004;76;60077;2;2;Attached;2;0
270000;2 Stories;1956;76;60077;1;3;Detached;02.maj;2
315000;Split Level;1958;76;60077;2;3;Detached;2;0
448000;1 Story;1957;76;60076;3;3;Detached;2;0
192500;Condo;UNK;76;60077;2;3;Detached;2;0
165000;Condo;1965;76;60076;2;3;None;0;1
195000;Townhouse-2 Story;1956;76;60076;1;2;None;0;1
210000;Townhouse-2 Story;1959;76;60076;2;2;None;0;1
338000;1 Story;1956;76;60076;3;4;None;0;2
366000;Split Level;1966;76;60076;2;3;Detached;01.maj;0
355000;1 Story;1954;76;60077;2;3;Detached;2;0
289000;Split Level;1961;76;60076;2;4;None;0;0
384000;Split Level;1955;76;60076;2;3;Attached;1;0
285000;Split Level;1955;76;60076;2;3;Detached;01.maj;0
299000;1 Story;1955;76;60077;2;2;Attached;2;0
260000;1 Story;1956;76;60076;1;2;Detached;2;0
276000;2 Stories;1953;76;60076;2;4;Detached;2;0
230000;1 Story;1956;76;60076;1;3;None;0;0
388000;Split Level w/ Sub;1962;76;60076;2;4;Attached;2;0
275000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;1;0
280000;Condo;2006;76;60077;2;2;Attached;2;0
302000;1 Story;1940;76;60076;2;3;Attached;1;0
372000;1 Story;1957;76;60076;2;3;Attached;1;0
315000;2 Stories;1954;76;60077;2;3;None;0;3
