SoldPrice;Type;YearBuilt;Area;Zip;Baths;Beds;GarageType;GarageSpaces;ParkingSpaces
400000;Split Level;1956;76;60076;2;3;Attached;1;0
315000;1.5 Story;1965;76;60076;2;3;Detached;2;0
330000;2 Stories;1952;76;60076;3;3;Detached;2;0
277500;1 Story;1956;76;60076;2;3;Attached;2;0
313000;1 Story;1971;76;60076;1;3;Attached;1;0
447000;1 Story;1956;76;60076;3;3;Attached;2;0
205000;Condo;1927;76;60077;1;2;Attached;1;0
195000;Condo;1927;76;60077;1;2;Detached;1;0
200500;Condo;1927;76;60077;1;2;Detached;1;0
212500;Condo;1927;76;60077;1;2;Detached;1;0
329900;Split Level w/ Sub;UNK;76;60076;3;4;Attached;2;0
266500;Condo;2006;76;60077;2;2;Attached;1;0
172500;Condo;1978;76;60076;2;2;Attached;2;0
225500;1 Story;1953;76;60076;1;3;Attached;1;0
190000;Condo;1975;76;60077;2;2;Attached;1;1
192000;Condo;1977;76;60077;2;2;Attached;2;0
338599;2 Stories;1950;76;60076;2;3;Detached;2;0
239000;Condo;1974;76;60077;2;2;Attached;1;0
370000;Split Level;1960;76;60076;3;3;None;0;0
155000;Condo;1978;76;60077;2;2;Attached;1;0
290000;2 Stories;1954;76;60077;2;4;Detached;2;0
295000;1.5 Story;1951;76;60076;2;4;Detached;2;0
218000;Condo;UNK;76;60077;2;3;Attached;1;2
355000;1 Story;1951;76;60076;2;3;Attached;2;0
135000;Condo;1970;76;60077;2;3;Attached;1;0
145000;Condo;1970;76;60077;2;3;Attached;1;0
153000;Condo, Mid Rise (4-6 Stories);1972;76;60077;2;3;Attached;1;0
195000;Condo;1970;76;60077;2;3;Attached;1;0
385000;1 Story;1958;76;60076;3;3;Attached;2;0
340000;Split Level;1956;76;60076;2;4;None;0;4
317500;1 Story;1955;76;60076;2;3;Attached;2;0
277500;Condo;2004;76;60077;2;2;Attached;1;1
295000;Condo;2005;76;60077;2;2;Attached;1;1
245000;Condo;2002;76;60077;2;2;Attached;1;0
268500;Condo;2002;76;60077;2;2;Attached;1;0
295000;Condo;2005;76;60077;2;2;Attached;1;0
380000;1 Story;1955;76;60077;1;3;Attached;2;0
370000;1 Story;1955;76;60076;2;3;Attached;1;1
161000;Other;1974;76;60077;2;2;Attached;1;2
215000;Condo;1972;76;60077;2;3;Attached;1;2
345000;1 Story;1964;76;60076;2;3;Attached;02.maj;0
350000;Split Level;1959;76;60076;2;4;Attached;2;0
400000;Split Level;1957;76;60076;2;3;Attached;01.maj;0
201000;Condo;1976;76;60076;2;2;Attached;1;0
216000;Condo;1979;76;60077;2;2;Attached;1;0
225000;Condo;1974;76;60077;2;2;Attached;1;0
250000;Condo;1976;76;60077;2;2;Attached;1;0
251000;Townhouse-Ranch;2000;76;60076;2;2;Attached;1;0
254000;Condo, Mid Rise (4-6 Stories);UNK;76;60077;2;2;Attached;1;0
280000;Condo;1977;76;60076;2;3;Attached;1;0
335000;1.5 Story;1954;76;60077;2;4;Detached;2;2
379000;2 Stories;UNK;76;60077;3;3;Detached;2;2
284000;2 Stories;1924;76;60077;2;4;Detached;4;0
295000;1.5 Story;1956;76;60077;2;3;Detached;2;0
335000;2 Stories;1952;76;60076;2;3;Detached;02.maj;0
346000;1 Story;1949;76;60076;2;3;Detached;2;0
195786;Condo, Courtyard;1975;76;60077;2;2;Detached;88;0
339000;Split Level;1954;76;60076;2;3;None;0;0
311000;1.5 Story;1955;76;60076;2;3;Detached;2;0
342000;1 Story;1957;76;60076;2;3;Detached;2;0
172000;Condo;1979;76;60076;2;2;Attached;2;0
260000;Condo;2005;76;60077;2;2;Attached;1;0
350000;1.5 Story;1959;76;60076;2;3;Detached;1;0
380000;Split Level;1961;76;60076;2;4;Attached;2;0
435000;Split Level;1957;76;60076;2;3;Attached;02.maj;0
315000;1 Story;1953;76;60076;1;3;None;0;0
370000;2 Stories;1939;76;60076;2;3;Detached;2;0
380000;Raised Ranch;1956;76;60077;1;3;Attached;2;0
300000;1 Story;1960;76;60077;1;3;Attached;1;0
354000;Split Level;1959;76;60077;2;3;Attached;1;0
295000;1 Story;1960;76;60077;1;3;None;0;0
335000;2 Stories;1942;76;60076;1;3;Attached;01.maj;0
170000;Condo, Mid Rise (4-6 Stories);1976;76;60077;2;2;Attached;1;1
166000;Condo;1975;76;60077;2;2;Attached;1;0
245000;Condo;2006;76;60077;2;2;Attached;1;0
425000;1 Story;1956;76;60077;2;3;Attached;2;0
326000;2 Stories;1941;76;60077;2;3;Detached;2;0
340000;Condo, High Rise (7+ Stories);2006;76;60077;2;2;Attached;2;0
279000;1 Story;1953;76;60076;2;3;None;0;0
410000;1 Story;1953;76;60077;2;4;Detached;2;0
260000;1.5 Story;1955;76;60076;1;2;Attached;1;0
365000;1.5 Story;1952;76;60077;3;3;Attached;1;0
240000;Condo, Mid Rise (4-6 Stories);2005;76;60077;2;2;Attached;1;0
257000;Townhouse-Ranch;2001;76;60076;2;2;Attached;1;0
264000;Townhouse-Ranch;2001;76;60076;2;2;Attached;1;0
265000;Ground Level Ranch;2000;76;60076;2;2;Attached;1;0
266800;Townhouse-Ranch;1998;76;60076;2;2;Attached;1;0
269000;1/2 Duplex;2000;76;60076;2;2;Attached;1;0
280000;Townhouse-Ranch;2001;76;60076;2;2;Attached;1;0
360000;2 Stories;1955;76;60076;2;5;Detached;2;5
308000;2 Stories;1940;76;60077;1;3;Detached;2;0
310000;1.5 Story;1980;76;60077;2;4;Detached;2;0
355000;Split Level;UNK;76;60076;3;3;None;0;4
263000;Townhouse 3+ Stories;1995;76;60077;2;2;Attached;2;0
260000;Raised Ranch;1956;76;60076;2;4;None;0;4
460000;Condo;2007;76;60077;2;2;Attached;1;0
375000;2 Stories;1950;76;60076;2;4;Detached;02.maj;2
317500;1 Story;1955;76;60076;2;3;Attached;03.maj;0
305000;2 Stories;1951;76;60076;1;4;Detached;02.maj;0
465000;1 Story;1956;76;60077;2;3;Attached;2;0
297770;1 Story;1955;76;60076;3;3;None;0;0
400000;Condo, High Rise (7+ Stories);2008;76;60077;2;3;Attached;2;0
359900;1 Story;1954;76;60076;2;3;Detached;2;0
296000;2 Stories;1950;76;60076;1;3;None;0;3
355000;1 Story;1958;76;60076;3;3;Attached;2;0
399999;2 Stories;1989;76;60077;3;3;Attached;2;0
344000;1 Story;1956;76;60076;2;3;None;0;2
343000;1 Story;1955;76;60076;1;3;Attached;1;1
285000;1.5 Story;1965;76;60076;1;3;Detached;2;0
460000;1.5 Story;1964;76;60076;3;3;Attached;1;0
360000;Condo, High Rise (7+ Stories);2007;76;60077;2;3;Attached;2;0
485000;2 Stories;1954;76;60077;3;3;Attached;1;0
180000;Condo;1976;76;60077;2;2;Attached;1;0
195000;Condo;1976;76;60076;2;2;Attached;2;0
312000;Townhouse-2 Story;2005;76;60077;2;3;Attached;2;0
359000;Condo;2008;76;60077;2;3;Attached;2;0
435000;Condo;2010;76;60077;2;3;Attached;2;0
328000;2 Stories;1951;76;60076;2;4;Attached, Detached;3;0
415000;2 Stories;1941;76;60077;2;3;Detached;2;2
328000;2 Stories;UNK;76;60076;2;3;Detached;02.maj;0
358000;1 Story;1956;76;60077;2;3;Detached;01.sty;0
156000;Condo;1960;76;60076;2;3;None;0;1
345000;1 Story;1951;76;60076;2;4;None;0;2
183000;Condo;1968;76;60077;2;3;None;0;2
273000;Condo;2006;76;60077;2;2;Attached;1;0
375000;1 Story;1955;76;60077;2;3;Attached;2;0
315000;2 Stories;1954;76;60076;1;3;Detached;2;0
279000;Split Level;1956;76;60077;2;3;Detached;2;0
419000;Condo, High Rise (7+ Stories);2005;76;60077;2;3;Attached;2;0
325000;Split Level;1954;76;60076;3;4;Detached;2;0
249000;Townhouse-2 Story;1982;76;60077;2;3;Attached;2;0
215000;Condo;1979;76;60076;2;2;Attached;2;2
177000;Condo;1978;76;60076;2;2;Attached;2;0
216500;2 Stories;1948;76;60076;1;3;Detached;2;0
485000;1 Story;1956;76;60076;3;3;Detached;2;0
380000;Split Level w/ Sub;1960;76;60077;2;4;None;0;2
171000;Condo;1978;76;60076;2;2;Attached;2;0
230000;Condo, Low Rise (1-3 Stories);1979;76;60077;2;2;Attached;2;0
259000;Condo, Low Rise (1-3 Stories);1975;76;60077;2;3;Attached;1;0
313000;1 Story;UNK;76;60076;2;3;None;0;1
380000;1 Story;1948;76;60077;2;3;Attached;1;0
317500;Townhouse 3+ Stories;2001;76;60077;2;3;Attached;2;0
375000;1 Story;1953;76;60077;2;3;Detached;2;0
408000;Split Level w/ Sub;1959;76;60076;2;3;Attached;01.maj;0
290000;2 Stories;1951;76;60076;2;4;None;0;0
310000;Split Level;1954;76;60077;1;3;Detached;2;0
191000;Condo;1966;76;60077;2;3;Attached;1;0
176000;Condo;1975;76;60077;2;3;Attached;7;0
194400;Condo;1977;76;60077;2;2;Attached;2;0
269900;Condo;1978;76;60076;2;2;Attached;2;0
177500;Condo;1964;76;60076;2;3;None;0;1
420000;2 Stories;1954;76;60076;2;4;None;0;0
355000;Split Level;1960;76;60077;2;3;None;0;0
355000;2 Stories;1949;76;60076;1;4;Attached;1;1
365000;1 Story;1960;76;60077;2;4;Attached;1;0
367000;1.5 Story;1926;76;60077;1;3;Detached;2;0
380000;2 Stories;1955;76;60077;2;4;Detached;02.maj;0
375000;1 Story;1955;76;60076;2;3;Attached;2;0
345000;Split Level;1953;76;60076;3;3;Attached;2;0
390000;Split Level;1960;76;60076;2;3;Detached;2;0
244000;1.5 Story;1951;76;60077;3;4;Attached;2;0
271000;Condo, Penthouse;2006;76;60077;2;2;Attached;3;0
270000;Split Level;1963;76;60076;2;3;None;0;2
350000;2 Stories;1946;76;60076;1;3;Attached, Detached;3;0
240000;Townhouse-2 Story;1960;76;60076;1;3;None;0;1
375000;2 Stories;1957;76;60076;2;4;None;0;0
335000;1.5 Story;1954;76;60077;2;4;Detached;02.maj;0
440000;2 Stories;1950;76;60076;2;4;Detached;1;0
365000;Condo;2006;76;60077;2;2;Attached;1;0
376500;1 Story;1960;76;60076;3;2;Attached;2;0
192500;Mid Rise (4-6 Stories);1974;76;60077;2;3;Attached;1;1
342500;2 Stories;UNK;76;60076;3;3;Attached;1;0
407000;2 Stories;1951;76;60077;2;4;Attached;1;0
469500;1 Story;1953;76;60077;2;2;Attached;2;0
663844;2 Stories;2017;76;60077;2;3;Attached;2;0
680929;2 Stories;UNK;76;60077;2;3;Attached;2;0
697035;2 Stories;2017;76;60077;2;3;Attached;2;0
182000;Condo;1976;76;60076;2;2;Attached;2;0
200000;Condo;1968;76;60076;2;3;Attached;1;0
220100;Condo;1998;76;60076;2;2;Attached;1;0
248000;Townhouse-2 Story;1978;76;60076;2;3;Attached;02.maj;0
300000;Condo;1999;76;60077;2;3;Attached;2;0
420000;Condo, High Rise (7+ Stories);2006;76;60077;2;3;Attached;2;0
380000;Split Level;1960;76;60077;2;3;Detached;2;2
292000;1.5 Story;1947;76;60076;1;3;Detached;1;0
305000;1 Story;1955;76;60077;2;3;Detached;2;0
379500;1 Story;1956;76;60077;3;3;Detached;2;0
240000;Condo;1932;76;60076;2;3;Detached;1;0
302000;1 Story;1954;76;60076;1;3;None;0;2
161000;Condo;1974;76;60076;2;3;None;0;2
296000;Split Level;1958;76;60077;2;3;Detached;02.maj;0
299900;Split Level;1940;76;60076;2;2;None;0;2
335000;Split Level;1962;76;60077;2;3;None;0;1
335000;Townhouse-2 Story;2007;76;60077;3;3;Attached;2;0
318000;Split Level w/ Sub;1956;76;60077;2;3;None;0;1
293944;1.5 Story;1952;76;60077;2;4;Attached;1;0
330000;1 Story;1967;76;60077;2;3;Detached;2;0
287000;2 Stories;1954;76;60076;1;3;Detached;1;0
389000;2 Stories;1954;76;60076;3;4;Detached;02.maj;0
362000;Split Level w/ Sub;1954;76;60077;3;4;Attached;2;0
305000;Split Level;1966;76;60077;2;3;None;0;0
160000;Condo;1967;76;60076;2;3;None;0;1
165000;Condo;1967;76;60076;2;3;None;0;113
361227;2 Stories;1951;76;60076;2;3;Detached;2;0
355000;Split Level;1956;76;60076;2;3;Detached;2;0
290000;Split Level w/ Sub;1959;76;60076;2;4;Attached;02.maj;0
420000;4+ Stories;1961;76;60077;3;4;Attached;02.maj;0
350000;Split Level w/ Sub;1965;76;60077;2;3;Detached;2;0
405000;2 Stories;1942;76;60077;1;3;Attached;1;2
258000;Split Level;1955;76;60076;2;4;None;0;0
221000;Condo;2007;76;60077;2;2;Attached;2;0
295000;1.5 Story;1953;76;60077;2;4;Detached;2;0
350000;1.5 Story;1966;76;60076;2;4;Detached;2;0
360000;Split Level;1956;76;60076;2;4;Detached;2;0
359000;Townhouse-Ranch;1998;76;60076;2;3;Attached;1;0
281550;1 Story;1955;76;60076;2;3;Attached;1;0
413000;2 Stories;1942;76;60077;2;3;Attached;1;0
475250;1 Story;1956;76;60076;3;4;Attached;02.maj;0
490000;Split Level;1961;76;60077;2;3;Attached;2;0
480000;2 Stories;1967;76;60077;3;3;Attached;02.maj;0
430000;Split Level;1964;76;60077;2;3;Detached;02.maj;0
330000;1 Story;1954;76;60076;2;3;Detached;2;0
337000;2 Stories;1956;76;60077;1;3;Detached;1;0
235000;Condo, Mid Rise (4-6 Stories);2006;76;60077;2;2;Attached;1;0
205000;Townhouse-2 Story;1966;76;60076;1;3;None;0;1
340000;1 Story;1955;76;60076;2;4;Detached;2;0
185000;Condo;1977;76;60077;2;2;Attached;2;0
410000;2 Stories;1952;76;60076;3;4;Detached;2;0
325000;Condo;2005;76;60077;2;2;Attached;2;0
365000;1 Story;1957;76;60077;2;3;Attached;1;0
230000;Condo, Mid Rise (4-6 Stories);1990;76;60076;2;2;Attached;1;0
235000;Condo;1960;76;60077;2;3;Attached;2;0
249900;Condo, Mid Rise (4-6 Stories);1990;76;60076;2;2;Attached;1;0
285000;Condo;1978;76;60076;2;3;Attached;2;0
299500;Condo;1978;76;60076;2;3;Attached;2;0
198000;Condo, Mid Rise (4-6 Stories);1966;76;60077;2;3;Detached;1;1
314500;1 Story;1958;76;60076;2;3;Detached;01.maj;3
370000;1.5 Story;1918;76;60077;2;4;Detached;1;0
399000;2 Stories;1940;76;60076;2;3;Detached;2;0
419000;Split Level;1957;76;60203;2;3;Detached;02.maj;0
329000;2 Stories;1955;76;60076;2;3;Detached;02.maj;0
380000;2 Stories;1951;76;60076;2;4;None;0;0
310000;Split Level w/ Sub;1965;76;60076;2;4;Detached;2;0
380000;2 Stories;UNK;76;60077;2;3;Attached;2;0
380000;1 Story;1960;76;60076;2;3;Attached;01.maj;0
200000;Condo;1978;76;60076;2;3;Attached;2;0
340000;2 Stories;1947;76;60076;3;3;Detached;2;0
394000;2 Stories;1939;76;60076;1;3;Detached;1;0
480000;Split Level;1955;76;60076;3;4;Detached;2;0
410000;1.5 Story;1958;76;60076;2;4;Attached;1;0
379900;Split Level w/ Sub;1959;76;60076;2;3;None;0;6
375000;2 Stories;1952;76;60076;2;3;Detached;02.maj;0
439900;Split Level w/ Sub;1966;76;60076;3;4;None;0;2
347000;2 Stories;1950;76;60076;2;3;Attached;1;0
525000;1 Story;1955;76;60076;4;4;Attached;1;0
600000;Split Level;1956;76;60076;3;4;Attached;1;1
228000;Condo, Mid Rise (4-6 Stories);1990;76;60076;2;2;Attached;1;0
340000;Raised Ranch;1955;76;60077;2;3;Detached;2;0
273888;Split Level;1956;76;60076;3;4;None;0;0
325000;2 Stories;1952;76;60076;2;5;Detached;2;0
418000;2 Stories;1957;76;60076;2;4;Attached;2;0
220000;Condo;1978;76;60076;2;3;Attached;2;0
260000;1.5 Story;1957;76;60076;2;4;Attached;2;0
339000;Townhouse-Ranch;2000;76;60076;2;3;Attached;1;0
380000;2 Stories;1951;76;60076;3;3;Detached;2;0
310000;2 Stories;1955;76;60076;2;4;Attached;2;0
329900;1 Story;1956;76;60076;1;3;Attached;1;0
345000;1 Story;1954;76;60076;2;4;Attached;2;0
491770;Split Level w/ Sub;1958;76;60076;3;4;Attached;2;0
196000;Condo, Mid Rise (4-6 Stories);1990;76;60076;2;2;Attached;1;0
208000;Mid Rise (4-6 Stories);1978;76;60076;2;3;Attached;2;0
215000;Condo;1978;76;60076;2;3;Attached;2;0
258000;Other;1954;76;60077;2;3;Detached;2;0
345000;2 Stories;1956;76;60076;3;4;Detached;02.maj;0
350000;2 Stories;1929;76;60076;3;4;Detached;2;0
390000;2 Stories;2007;76;60076;3;5;Detached;02.maj;0
400000;Split Level;1962;76;60076;2;3;Detached;2;0
436500;Split Level;1955;76;60076;2;3;Detached;2;0
494900;1 Story;1956;76;60076;3;3;Detached;2;0
390000;1 Story;1957;76;60076;1;3;Detached;3;0
450000;Other;1981;76;60077;3;3;Attached;2;0
211100;2 Stories;1953;76;60076;2;3;Detached;1;0
415000;2 Stories;1953;76;60076;3;4;Detached;1;0
236500;1 Story;1955;76;60076;2;4;None;0;2
469000;1 Story;1955;76;60076;2;4;None;0;4
422500;3 Stories;UNK;76;60076;3;6;Detached;2;0
342500;Condo;2005;76;60077;2;3;Attached;2;0
361700;Condo;2004;76;60077;2;3;Attached;2;0
355000;Split Level;1957;76;60076;2;3;Attached;2;0
566318;2 Stories;1948;76;60076;4;3;Detached;2;0
656800;2 Stories;2018;76;60077;2;3;Attached;2;0
662000;2 Stories;2015;76;60077;3;3;Detached;2;0
376000;1.5 Story;1963;76;60076;2;3;None;0;2
401000;1 Story;1955;76;60076;2;3;Attached;2;0
380000;Condo;2006;76;60077;2;2;Attached;2;0
327000;2 Stories;1955;76;60076;2;3;None;0;2
386000;Split Level w/ Sub;1967;76;60077;3;4;Attached;02.maj;0
437500;2 Stories;1948;76;60076;2;4;Detached;2;0
305000;Split Level;1964;76;60077;2;3;None;0;0
304500;2 Stories;1943;76;60076;2;3;Detached;01.maj;0
260000;2 Stories;1942;76;60077;1;3;None;0;2
279384;Split Level;1961;76;60076;2;3;Attached;2;0
480000;1.5 Story;1958;76;60076;2;4;Attached;1;0
500000;Split Level;1958;76;60076;2;4;Attached;1;0
331000;1 Story;1957;76;60076;1;3;Attached;1;0
405000;1.5 Story;1953;76;60077;3;3;Attached;2;0
325000;Townhouse 3+ Stories;1989;76;60077;2;3;Attached;2;0
320000;Split Level;1957;76;60076;2;4;Detached;2;0
345000;Split Level w/ Sub;1966;76;60076;2;4;Detached;02.maj;0
370000;1.5 Story;1926;76;60077;2;3;Detached;3;0
360000;1 Story;1959;76;60077;2;3;None;0;2
310000;1 Story;1955;76;60076;2;3;None;0;0
170000;Townhouse-2 Story;1961;76;60077;1;3;None;0;20
317000;Townhouse 3+ Stories;2003;76;60077;3;3;Attached;2;0
360000;1 Story;1959;76;60076;2;3;Attached;2;0
395000;Condo;2006;76;60077;2;2;Attached;2;0
305000;Split Level;1962;76;60076;2;4;Attached;1;0
455000;Split Level;1962;76;60076;2;4;Attached;1;0
327000;Condo;2006;76;60077;2;3;Attached;1;1
345375;Condo;2006;76;60077;2;3;Detached;1;1
255000;1.5 Story;1960;76;60076;2;5;Detached;2;0
223000;Condo;1987;76;60077;2;3;Attached;2;0
316500;Townhouse 3+ Stories;1987;76;60077;2;3;Attached;2;0
258000;Raised Ranch;1930;76;60076;2;2;Detached;2;0
360500;2 Stories;1954;76;60076;1;4;None;0;0
434200;2 Stories;2000;76;60076;2;4;Attached;2;0
420000;2 Stories;1941;76;60076;2;4;Detached;2;0
465000;Condo;2006;76;60077;2;3;Attached;2;0
512000;Condo;2006;76;60077;2;3;Attached;2;0
425000;Split Level;1960;76;60076;2;4;Detached;02.maj;0
417500;2 Stories;1952;76;60076;1;5;Attached;1;0
330000;2 Stories;1952;76;60076;3;4;Detached;1;0
432000;2 Stories;1955;76;60076;2;3;Attached;1;0
437000;2 Stories;1941;76;60076;2;3;Detached;2;0
375000;Split Level;1957;76;60076;3;5;Detached;2;0
345000;Split Level;1959;76;60076;2;4;None;0;4
407500;1 Story;1965;76;60076;2;3;Attached;2;0
427500;Split Level w/ Sub;1959;76;60076;2;4;Attached;1;0
358000;Townhouse 3+ Stories;1989;76;60077;2;3;Attached;2;0
390000;Townhouse-2 Story;1990;76;60077;2;3;Attached;2;0
343000;Split Level;1957;76;60076;2;3;Detached;2;0
390000;Raised Ranch;UNK;76;60076;3;3;Detached;2;0
345000;Split Level;1958;76;60077;3;4;None;0;0
410000;Split Level w/ Sub;1970;76;60077;2;4;Attached;02.maj;0
600000;1 Story;1950;76;60076;3;4;Attached;2;0
265000;Townhouse-2 Story;UNK;76;60077;2;2;Attached;2;0
312000;Townhouse 3+ Stories;2004;76;60077;2;2;Attached;2;0
360000;2 Stories;1955;76;60076;3;4;Detached;2;1
305000;1 Story;1957;76;60076;2;3;Detached;2;0
467500;1 Story;1959;76;60076;3;4;Detached;2;0
475000;Split Level;1958;76;60076;2;3;Attached;1;0
316000;1 Story;UNK;76;60076;3;3;None;0;0
370000;2 Stories;1999;76;60077;2;3;Detached;2;0
347500;1 Story;1960;76;60076;2;4;None;0;2
492000;Split Level;1970;76;60077;2;4;Attached;2;0
335000;1 Story;1955;76;60076;2;3;None;0;0
435000;2 Stories;1950;76;60076;2;4;Detached;2;0
308000;2 Stories;1948;76;60077;1;3;None;0;0
455000;1 Story;1955;76;60076;2;4;Detached;2;0
360000;Split Level w/ Sub;1962;76;60077;2;4;Attached;2;0
371500;1 Story;1953;76;60076;2;3;Detached;2;0
450000;1 Story;1954;76;60077;3;3;Detached;2;0
296000;1 Story;1957;76;60076;2;3;None;0;0
418000;Split Level w/ Sub;1968;76;60077;2;4;Attached;2;0
665000;2 Stories;2016;76;60077;2;3;Attached;2;0
520000;1.5 Story;1928;76;60077;3;4;Detached;2;0
333000;Split Level w/ Sub;1964;76;60076;2;3;None;0;5
560000;2 Stories;2003;76;60076;3;4;Attached;2;0
301786;Townhouse 3+ Stories;1990;76;60077;2;3;Attached;2;0
435000;2 Stories;1925;76;60077;3;5;Detached;2;0
325000;Split Level;1962;76;60076;2;3;None;0;0
329000;Split Level;1962;76;60076;2;3;None;0;0
418000;Split Level w/ Sub;1970;76;60077;2;3;Attached;2;0
405000;2 Stories;1956;76;60076;3;4;Detached;02.maj;0
475000;2 Stories;1955;76;60077;4;4;Detached;02.maj;0
375000;3 Stories;1966;76;60076;3;4;None;0;3
469000;2 Stories;1924;76;60076;3;4;None;0;0
435000;1 Story;1955;76;60076;3;3;Detached;2;0
415000;1 Story;1959;76;60076;3;4;None;0;4
443000;2 Stories;2007;76;60076;4;4;Attached;2;0
445000;2 Stories;1954;76;60077;2;3;Attached;2;0
362500;Townhouse 3+ Stories;2005;76;60077;2;3;Attached;2;0
362500;Townhouse 3+ Stories;2005;76;60077;3;4;Attached;2;0
435000;1 Story;1939;76;60076;2;3;Attached;1;1
445000;2 Stories;1992;76;60077;3;5;Attached;2;0
380000;2 Stories;1966;76;60076;2;4;Attached;2;0
345000;Townhouse 3+ Stories;1992;76;60077;2;3;Attached;2;0
425500;1 Story;1957;76;60076;3;3;Detached;2;0
435000;1 Story;1969;76;60076;3;4;Attached;2;3
425000;2 Stories;1927;76;60076;2;5;Detached;2;0
248000;1 Story;1955;76;60076;1;3;None;0;1
420000;1 Story;1955;76;60076;2;3;None;0;3
389000;1 Story;1956;76;60076;3;3;Attached;2;0
417000;1 Story;1958;76;60076;3;3;Detached;01.maj;0
517000;2 Stories;1985;76;60077;2;4;Attached;02.sty;0
422500;2 Stories;1972;76;60077;2;4;Attached;02.maj;0
515000;1 Story;1954;76;60076;2;3;Attached;02.maj;0
550000;2 Stories;2007;76;60076;4;4;Detached;02.maj;0
512000;2 Stories;1967;76;60077;2;4;Attached;2;0
565000;2 Stories;1962;76;60076;2;4;Attached;2;0
397500;Raised Ranch;1962;76;60076;2;4;Detached;2;0
452000;2 Stories;1998;76;60077;2;4;Attached;2;0
345000;2 Stories;1968;76;60076;3;4;Detached;02.maj;0
509000;2 Stories;1959;76;60076;3;4;Detached;02.maj;0
420000;2 Stories;1937;76;60076;4;4;Detached;2;2
420000;2 Stories;1965;76;60076;2;4;Attached;2;0
335000;Split Level;1963;76;60076;2;4;Attached;2;0
435000;2 Stories;1951;76;60076;3;4;Attached;3;0
492000;2 Stories;2008;76;60077;3;4;Detached;2;0
360000;2 Stories;UNK;76;60076;5;5;Detached;2;0
455000;2 Stories;1939;76;60076;2;4;Attached;2;0
525000;2 Stories;1963;76;60076;2;5;Attached;2;0
455000;Split Level w/ Sub;1973;76;60077;3;4;Attached;2;0
478000;Split Level w/ Sub;1964;76;60076;3;4;Attached;02.maj;0
463000;Split Level;UNK;76;60076;3;4;Attached;2;0
462000;Split Level;1955;76;60076;3;4;Attached;4;0
519000;Split Level w/ Sub;1965;76;60077;3;5;Attached;2;0
545000;2 Stories;1956;76;60076;3;5;Attached;2;0
370000;1 Story;1929;76;60076;2;3;Detached;1;0
568500;2 Stories;2007;76;60077;5;4;Detached;2;0
360000;2 Stories;1976;76;60077;2;3;Attached;2;0
275000;2 Stories;1972;76;60076;2;4;None;0;4
490000;1.5 Story;1960;76;60076;3;5;Attached;01.maj;0
550000;2 Stories;1953;76;60077;3;4;Detached;2;0
399990;Townhouse-2 Story;2003;76;60077;3;3;Attached;2;0
405000;2 Stories;1927;76;60076;2;4;Detached;2;0
550000;1 Story;1956;76;60076;3;3;Attached;1;0
462000;2 Stories;1956;76;60077;3;5;Detached;2;0
498000;Split Level;1959;76;60076;2;4;Attached, Detached;4;0
430000;1.5 Story;1951;76;60077;2;4;Attached;2;0
373000;2 Stories;2004;76;60076;3;3;None;0;2
420000;Condo;2006;76;60077;2;3;Attached;2;0
340000;2 Stories;1954;76;60076;3;5;None;0;0
420000;2 Stories;1978;76;60077;3;4;Attached;2;0
665999;2 Stories;2008;76;60076;4;3;Attached;2;0
425000;2 Stories;1954;76;60076;3;6;None;0;4
565000;2 Stories;1969;76;60076;3;5;Attached, Detached;4;0
355000;Split Level;1964;76;60076;2;4;Attached;1;0
405000;1 Story;1955;76;60076;3;3;Detached;2;0
570000;2 Stories;2007;76;60076;4;4;Attached;2;0
460000;1 Story;1954;76;60077;2;3;Detached;2;0
450000;1 Story;1954;76;60076;2;3;Attached;2;0
540000;2 Stories;1956;76;60077;4;5;Detached;2;0
710000;Condo;2006;76;60077;2;3;Attached;2;0
458000;2 Stories;1970;76;60077;2;4;Attached;02.maj;0
350000;1 Story;1957;76;60076;2;3;Attached;1;0
401100;2 Stories;1973;76;60077;2;4;Attached;2;0
490000;2 Stories;1954;76;60076;3;3;Detached;1;0
441000;Split Level w/ Sub;UNK;76;60076;2;4;Attached;02.maj;0
454000;Split Level;1957;76;60076;3;5;Attached;1;0
565000;2 Stories;2005;76;60076;4;3;Attached, Detached;3;0
535000;2 Stories;2005;76;60076;2;4;Detached;2;0
415000;2 Stories;1958;76;60076;2;4;Attached;2;0
428000;2 Stories;2008;76;60076;4;5;Attached;2;0
515000;1 Story;1956;76;60076;4;4;None;0;3
525000;1 Story;1956;76;60076;4;4;None;0;5
475000;2 Stories;1970;76;60077;2;4;Attached;2;0
650000;2 Stories;1985;76;60076;2;4;Attached;2;0
560000;2 Stories;1953;76;60076;4;4;Attached;2;0
475000;2 Stories;1886;76;60077;4;5;Detached;3;0
503000;2 Stories;1976;76;60077;2;4;Attached;2;0
369000;1 Story;1955;76;60076;2;3;Detached;01.maj;0
410000;1 Story;1954;76;60077;3;3;Attached;2;0
340000;2 Stories;1956;76;60076;4;4;Attached, Detached;4;0
570000;1 Story;1970;76;60076;2;4;Attached;2;0
496000;2 Stories;2004;76;60076;3;4;Attached;2;0
545000;2 Stories;1967;76;60077;3;4;Attached;02.sty;0
478000;2 Stories;1966;76;60077;2;5;Attached;2;0
327000;1 Story;1955;76;60076;2;3;Attached;2;0
425000;2 Stories;1970;76;60077;2;5;Attached;2;0
